name,brand,loves,link,price,ingredients
Ultra Facial Cream,Kiehl's Since 1851,109350.0,https://www.sephora.com/product/ultra-facial-cream-P421996?icid2=products,32.0,"-Squalene: Moisture that is easily absorbed in the skin Aqua/Water, Glycerin, Cyclohexasiloxane, Squalane, Bis-PEG-18 Methyl Ether Dimethyl Silane, Sucrose Stearate, Stearyl Alcohol, PEG-8 Stearate, Myristyl Myristate, Pentaerythrityl Tetraethlhexanoate, Prunus Armeniaca Kernal Oil/Apricot Kernal Oil, Phenoxyethanol, Persea Gratissima Oil/Avocado Oil, Glyceryl Stearate, Cetl Alcohol, Oryza Sativa Bran Oil/Rice Bran Oil, Olea Europaea Fruit Oil/G4Olive Fruit Oil, Chlorphenesin, Stearic Acid, Palmitic Acid, Disodium EDTA, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Prunus Amygdalus Dulcis Oil/Sweet Almond Oil, Xanthan Gum, Ethylhexylglycerin, Sodium Hydroxide, Tocopherol, Glycine Soja Oil/Soybean Oil, Pseudoalteromonas Ferment Extract, Myristic acid, Hydroxypalmitol Sphinganine, BHT, Salicylic Acid, Citric Acid"
Ultra Glow Serum: Glow + Strengthen Vitamin C Serum,SEPHORA COLLECTION,54765.0,https://www.sephora.com/product/ultra-glow-serum-glow-strengthen-vitamin-c-serum-P442594?icid2=products,20.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Ultra Repair® Cream Intense Hydration,First Aid Beauty,210101.0,https://www.sephora.com/product/ultra-repair-cream-intense-hydration-P248407?skuId=1784826&icid2=products,14.0,"Water, Stearic Acid, Glycerin, C12-15 Alkyl Benzoate, Caprylic/Capric Triglyceride, Glyceryl Stearate, Glyceryl Stearate SE, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Dimethicone, Squalane, Phenoxyethanol, Caprylyl Glycol, Xanthan Gum, Allantoin, Sodium Hydroxide, Disodium EDTA, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Ceramide NP, Eucalyptus Globulus Leaf Oil"
Ultra Repair Face Moisturizer,First Aid Beauty,42001.0,https://www.sephora.com/product/ultra-repair-face-moisturizer-P375534?icid2=products,26.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Ultra Repair® Hydrating Serum,First Aid Beauty,48011.0,https://www.sephora.com/product/ultra-repair-hydrating-serum-P403739?icid2=products,38.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Ultra Repair® Tinted Moisturizer Broad Spectrum SPF 30,First Aid Beauty,38588.0,https://www.sephora.com/product/ultra-repair-tinted-moisturizer-broad-spectrum-spf-30-P428652?icid2=products,28.0,"May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492, Ci 77499, Ci 77491), Mica"
Umbra Sheer™ Physical Daily Defense SPF 30,Drunk Elephant,40861.0,https://www.sephora.com/product/umbra-tm-sheer-physical-daily-defense-broad-spectrum-sunscreen-spf-30-P419222?icid2=products,34.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Umbrian Clay Pore Purifying Face Exfoliator,Fresh,31169.0,https://www.sephora.com/product/umbrian-clay-mattifying-face-exfoliant-P379065?icid2=products,33.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Umbrian Clay Pore Purifying Face Mask,Fresh,99142.0,https://www.sephora.com/product/umbrian-clay-purifying-mask-P54104?icid2=products,58.0,"Before using a fresh product, please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use"
Umbrian Clay Pore Purifying Face Mask Mini,Fresh,0.0,https://www.sephora.com/product/umbrian-clay-purifying-mask-mini-P426822?icid2=products,23.0,"Solum Fullonum (Fuller's Earth), Water, Glycerin, ButyleneGlycol, Pentylene Glycol, Cocamidopropyl Betaine, Vitis Vinifera (Grape) Seed Oil,Olea Europaea (Olive) Leaf Extract, Xanthan Gum, Fusanus Spicatus Wood Oil, La-vandula Angustifolia (Lavender) Flower Water, Anthemis Nobilis Flower Oil,Sodium Chloride, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, BHT,Phenoxyethanol, Farnesol, Linalool"
Vinoperfect Anti Dark Spot Serum,Caudalie,87112.0,https://www.sephora.com/product/vinoperfect-radiance-serum-P94421?icid2=products,79.0,"Aqua/Water/Eau, Butylene Glycol*, Glycerin*, Squalane*, Tocopheryl Acetate*, Ceteareth-20, Palmitoyl Grapevine Shoot Extract*, Glyceryl Stearate Se *, Bisabolol*, Parfum (Fragrance), Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Sorbate, Xanthan Gum, Carbomer, Sodium Hydroxide, Sodium Phytate*"
Vinopure Natural Salicylic Acid Pore Minimizing Serum,Caudalie,69561.0,https://www.sephora.com/product/vinopure-natural-salicylic-acid-pore-minimizing-serum-P433626?icid2=products,49.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Vinopure Natural Salicylic Acid Pore Minimizing Toner,Caudalie,37031.0,https://www.sephora.com/product/vinopure-natural-salicylic-acid-pore-minimizing-toner-P433625?icid2=products,28.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Vinosource Moisturizing Sorbet,Caudalie,53837.0,https://www.sephora.com/product/vinosource-moisturizing-sorbet-P271704?icid2=products,39.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Vinosource SOS Deep Hydration Serum,Caudalie,47585.0,https://www.sephora.com/product/vinosource-s-o-s-thirst-quenching-serum-P374211?icid2=products,49.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Vinosource SOS Intense Hydration Moisturizer,Caudalie,20505.0,https://www.sephora.com/product/vinosource-sos-deep-hydration-moisturizer-P442852?icid2=products,42.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Virgin Marula Luxury  Face Oil,Drunk Elephant,156786.0,https://www.sephora.com/product/virgin-marula-tm-luxury-facial-oil-P392245?icid2=products,72.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Vitamin C Ester Brightening Serum,Perricone MD,13438.0,https://www.sephora.com/product/vitamin-c-ester-brightening-serum-P378714?icid2=products,69.0,"Water, Tetrahexyldecyl Ascorbate, Caprylyl Methicone, Hydrogenated Lecithin, Behenyl Alcohol, Benzyl Alcohol, Squalane, Rosmarinus Officinalis (Rosemary) Leaf Extract, Ferulic Acid, Simmondsia Chinensis (Jojoba) Seed Oil, Sodium Hyaluronate, Polysorbate 20, Xanthan Gum, Beta-Glucan, Fragrance, Sorbitol, Limonene, Stearyl Glycyrrhetinate, Disodium EDTA, Elaeis Guineensis (Palm) Oil, Tocotrienols, Linalool, Tocopherol, Citral, Citronellol"
Vitamin C Glow Moisturizer,Fresh,31717.0,https://www.sephora.com/product/vitamin-nectar-moisture-glow-face-cream-P420158?icid2=products,42.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
WASO: Color-Smart Day Moisturizer SPF 30 Sunscreen,Shiseido,7294.0,https://www.sephora.com/product/waso-color-smart-day-moisturizer-broad-spectrum-spf-30-P421770?icid2=products,38.0,"Water, Dimethicone, Glycerin, Sd Alcohol 40-B, Pentaerythrityl Tetraethylhexanoate, PEG-9 Polydimethylsiloxyethyl Dimethicone, Triisostearin, Methyl Methacrylate Crosspolymer, Hydrogenated Polydecene, Dipropylene Glycol, Disteardimonium Hectorite, Erythritol, Silica, Trehalose, PEG-6, PEG-32, Caffeine, Betaine, PEG/PPG-17/4 Dimethyl Ether, Dipeptide-15, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Paeonia Albiflora Root Extract, Lamium Album Flower/Leaf/Stem Extract, Daucus Carota Sativa (Carrot) Root Protoplasts, Citrus Junos Seed Extract, Ppg-17, Aluminum Hydroxide, Stearic Acid, Isostearic Acid, Trisodium Edta, Butylene Glycol, Polyester-1, Alcohol, Silica Dimethyl Silylate, BHT, Alumina, Triethoxycaprylylsilane, Sodium Metabisulfite, Tocopherol, Phenoxyethanol, Benzoic Acid, Fragrance, Titanium Dioxide, Iron Oxides, Mica"
WASO: Color-Smart Day Moisturizer Oil-Free SPF 30 Sunscreen,Shiseido,13153.0,https://www.sephora.com/product/waso-color-smart-day-moisturizer-oil-free-broad-spectrum-spf-30-P421769?icid2=products,38.0,"3%  Water, Cyclopentasiloxane, Sd Alcohol 40-B, Glycerin, Methyl Methacrylate Crosspolymer, Dimethicone, PEG-10 Dimethicone, Polybutylene Glycol/PPG-9/1 Copolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Polymethylsilsesquioxane, Talc, Erythritol, Silica, Trehalose, Disteardimonium Hectorite, Trimethylsiloxysilicate, Caffeine, Betaine, PEG/PPG-17/4 Dimethyl Ether, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Dipeptide-15, Eriobotrya Japonica Leaf Protoplasts, Paeonia Albiflora Root Extract, Lamium Album Flower/Leaf/Stem Extract, Citrus Junos Seed Extract, Eriobotrya Japonica Leaf Extract, Aluminum Hydroxide, Stearic Acid, Isostearic Acid, Butylene Glycol, Trisodium Edta, Polyester-1, Alcohol, Silica Dimethyl Silylate, Alumina, Triethoxycaprylylsilane, Hydrogen Dimethicone, Bht, Tocopherol, Phenoxyethanol, Benzoic Acid, Fragrance, Titanium Dioxide, Iron Oxides, Mica"
Water Drench® Hyaluronic Cloud Serum,Peter Thomas Roth,20215.0,https://www.sephora.com/product/water-drench-hyaluronic-cloud-serum-P222818?icid2=products,65.0,"Water, Saccharide Isomerate, Sodium Hyaluronate, Sodium PCA, Hydrolyzed Silk, Algae Extract, Mel (Honey) Extract, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Magnesium Ferment, Eriodictyon Crassifolium Leaf Extract, Olea Europaea (Olive) Leaf Extract, Opuntia Tuna Flower/Stem Extract, Urea, Trehalose, Sorbitol, Glycerin, Citric Acid, Sodium Citrate, Propylene Glycol, Hexylene Glycol, Butylene Glycol, Polyquaternium-51, Triacetin, Pentylene Glycol, Caprylyl Glycol, Sodium Benzoate, Potassium Sorbate, Disodium EDTA, Potassium Benzoate, Phenoxyethanol"
Watermelon + AHA Glow Sleeping Mask,Glow Recipe,206479.0,https://www.sephora.com/product/watermelon-glow-sleeping-mask-P420160?icid2=products,45.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Watermelon Glow Ultra-Fine Mist,Glow Recipe,84085.0,https://www.sephora.com/product/watermelon-glow-ultra-fine-mist-P442744?icid2=products,28.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Watermelon Pink Juice Oil-Free Moisturizer,Glow Recipe,99167.0,https://www.sephora.com/product/watermelon-pink-juice-moisturizer-P428819?icid2=products,39.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
